city,state,population
Elk Ridge,Utah,4335
Bayside,Wisconsin,4334
Dyersville,Iowa,4329
Elberton,Georgia,4329
Taylor,Arizona,4321
Cedarville,Ohio,4320
Archbold,Ohio,4319
Del Mar,California,4319
Spring Valley Village,Texas,4319
American Falls,Idaho,4315
Glassport,Pennsylvania,4315
East Troy,Wisconsin,4313
Indian River Shores,Florida,4311
Wright City,Missouri,4309
Slatington,Pennsylvania,4307
Holmes Beach,Florida,4305
Springville,Alabama,4304
Dillon,Montana,4301
Madeira Beach,Florida,4301
Hallsville,Texas,4296
Slaughterville,Oklahoma,4296
West Reading,Pennsylvania,4296
Prescott,Wisconsin,4295
Carlisle,Iowa,4294
Lamar,Missouri,4294
La Joya,Texas,4293
Rigby,Idaho,4292
Barnwell,South Carolina,4291
Selmer,Tennessee,4291
Chatsworth,Georgia,4290
Geneva,Alabama,4289
Springville,New York,4288
Cross Plains,Wisconsin,4286
Grant-Valkaria,Florida,4286
Indian Rocks Beach,Florida,4285
Buena,New Jersey,4284
Cold Spring,Minnesota,4284
Osawatomie,Kansas,4284
Sellersville,Pennsylvania,4283
Medford,Wisconsin,4282
Medina,Tennessee,4282
Adamsville,Alabama,4281
Honesdale,Pennsylvania,4281
Justin,Texas,4279
Fayette,Alabama,4275
Coleman,Texas,4274
Magnolia,New Jersey,4273
Morgan,Utah,4273
Sparta,Illinois,4273
West Wendover,Nevada,4273
Centralia,Missouri,4271
Chalfont,Pennsylvania,4269
Beaver,Pennsylvania,4266
Port Aransas,Texas,4266
Lafayette,Oregon,4265
Kewaskum,Wisconsin,4264
Buchanan,Michigan,4263
Blanchester,Ohio,4262
Belleair,Florida,4260
Le Roy,New York,4260
Williamston,South Carolina,4260
Winnfield,Louisiana,4260
Barboursville,West Virginia,4258
Hokes Bluff,Alabama,4257
Mulberry,Florida,4257
Newport,Vermont,4257
Pittsfield,Illinois,4254
Groesbeck,Texas,4253
Mitchell,Indiana,4249
Parker,Florida,4249
Berne,Indiana,4247
Georgetown,Ohio,4243
Summerville,Georgia,4243
Freeburg,Illinois,4242
Mullins,South Carolina,4239
Lebanon,Illinois,4238
Chelan,Washington,4237
Waverly,Ohio,4236
Park Rapids,Minnesota,4235
Granite Falls,Washington,4234
Lyons,Georgia,4233
Deer Park,Illinois,4225
Wayland,Michigan,4225
Hiram,Georgia,4223
Mountain Lakes,New Jersey,4223
Mount Pleasant,Pennsylvania,4221
San Diego,Texas,4221
China Grove,North Carolina,4220
Bellville,Texas,4219
Brookfield,Missouri,4213
Madison,Georgia,4210
Lonsdale,Minnesota,4207
Hampton,Iowa,4205
Greenville,Kentucky,4204
Spindale,North Carolina,4202
Bristow,Oklahoma,4200
North Wilkesboro,North Carolina,4200
Liberty,New York,4199
Comanche,Texas,4197
Barrington Hills,Illinois,4190
Lonoke,Arkansas,4187
Sebring,Ohio,4186
Aumsville,Oregon,4180
Trenton,Tennessee,4180
Hometown,Illinois,4177
Scandia,Minnesota,4176
Westover,West Virginia,4173
Lowell,Michigan,4171
Sullivan City,Texas,4170
Ovilla,Texas,4167
Cleveland,Georgia,4165
Tabor City,North Carolina,4163
Fortville,Indiana,4162
Aldan,Pennsylvania,4160
De Motte,Indiana,4159
Basalt,Colorado,4157
Grafton,North Dakota,4157
Jasper,Florida,4157
Minersville,Pennsylvania,4157
Tiffin,Iowa,4157
Oakwood,Georgia,4156
Cockrell Hill,Texas,4154
Blythewood,South Carolina,4150
Burgaw,North Carolina,4149
Bradley Beach,New Jersey,4148
Waverly,Tennessee,4146
Camdenton,Missouri,4145
Westville,New Jersey,4144
Haleyville,Alabama,4142
Chariton,Iowa,4141
Louisville,Tennessee,4141
Tazewell,Virginia,4141
Jersey Shore,Pennsylvania,4139
Rice Lake,Minnesota,4139
Herculaneum,Missouri,4138
Monte Vista,Colorado,4138
Cotulla,Texas,4137
Dewey-Humboldt,Arizona,4137
Hazlehurst,Georgia,4137
Riverdale,New Jersey,4135
Columbus,Minnesota,4130
Forsyth,Georgia,4130
Garden Ridge,Texas,4130
Dawson,Georgia,4126
Paxton,Illinois,4125
Pocola,Oklahoma,4121
Whitesboro,Texas,4120
Austin,Indiana,4118
Falls City,Nebraska,4117
Grant,Minnesota,4116
Randleman,North Carolina,4115
Walthourville,Georgia,4115
Waverly,New York,4115
Reedsport,Oregon,4112
Caseyville,Illinois,4110
Goodview,Minnesota,4109
Sinking Spring,Pennsylvania,4106
Franklin,North Carolina,4105
Peotone,Illinois,4105
Wadena,Minnesota,4105
Fleetwood,Pennsylvania,4104
Moxee,Washington,4104
Jefferson,Iowa,4102
Monongahela,Pennsylvania,4102
Anna,Illinois,4100
Dimmitt,Texas,4099
Magee,Mississippi,4097
West Milwaukee,Wisconsin,4096
Scottdale,Pennsylvania,4094
Sullivan,Indiana,4093
Wood Village,Oregon,4093
Hamilton,New York,4092
Chester,New York,4091
Lathrup Village,Michigan,4091
Burnham,Illinois,4088
Pocomoke City,Maryland,4088
Rutherfordton,North Carolina,4087
Broken Bow,Oklahoma,4085
Springfield,Georgia,4084
Bluffton,Ohio,4082
Fremont,Michigan,4080
Austin,Arkansas,4079
Northwoods,Missouri,4076
Waverly,Nebraska,4075
Sharpsville,Pennsylvania,4074
Baldwin,Wisconsin,4072
Mosinee,Wisconsin,4072
Boyertown,Pennsylvania,4071
Rosemont,Illinois,4066
Ho-Ho-Kus,New Jersey,4065
Point Pleasant,West Virginia,4062
Stilwell,Oklahoma,4060
Crescent Springs,Kentucky,4058
Marine City,Michigan,4058
Walton,Kentucky,4058
Le Sueur,Minnesota,4057
Kimberly,Idaho,4054
Shrewsbury,New Jersey,4053
Egg Harbor City,New Jersey,4052
Montesano,Washington,4052
Cannon Falls,Minnesota,4050
Livingston,Tennessee,4049
Dumas,Arkansas,4046
Pipestone,Minnesota,4046
Fayetteville,New York,4044
Forty Fort,Pennsylvania,4041
Algonac,Michigan,4037
Sunset Beach,North Carolina,4037
Woodson Terrace,Missouri,4037
Huxley,Iowa,4036
St. James,Missouri,4034
North East,Pennsylvania,4033
Madill,Oklahoma,4031
Vandalia,Missouri,4030
Weaverville,North Carolina,4027
Fenton,Missouri,4026
Forest City,Iowa,4025
Horseshoe Bay,Texas,4024
Gentry,Arkansas,4023
San Joaquin,California,4021
Trent Woods,North Carolina,4021
Crandall,Texas,4017
Akron,Pennsylvania,4015
Ellenville,New York,4014
Bellaire,Ohio,4013
Southgate,Kentucky,4013
Danielson,Connecticut,4012
Kildeer,Illinois,4012
Elkin,North Carolina,4011
Rossville,Georgia,4009
Echols County,Georgia,4006
South Chicago Heights,Illinois,4003
Weston Lakes,Texas,4003
Centerville,Minnesota,4002
Lakewood,Illinois,4001
Butler,Missouri,3999
Barnesville,Ohio,3998
Bloomfield Hills,Michigan,3997
Gamewell,North Carolina,3996
Mabank,Texas,3995
Otsego,Michigan,3994
Ely,Nevada,3993
Parkesburg,Pennsylvania,3993
Alfred,New York,3991
Paintsville,Kentucky,3990
Shannon Hills,Arkansas,3990
Southside,Arkansas,3989
Caro,Michigan,3988
Morrison,Illinois,3988
Richwood,Texas,3988
Greencastle,Pennsylvania,3986
Dwight,Illinois,3984
Fredericktown,Missouri,3984
Marshall,Wisconsin,3984
New Lebanon,Ohio,3984
Clay Center,Kansas,3983
Norton,Virginia,3981
Fulton,Mississippi,3980
Mills,Wyoming,3979
Shavano Park,Texas,3979
Broadway,Virginia,3978
Jasper,Georgia,3974
Nassau Bay,Texas,3972
Tiptonville,Tennessee,3971
Manchester,Georgia,3970
Ashland,Missouri,3968
Rose Hill,Kansas,3968
Spencer,Oklahoma,3968
Southport,North Carolina,3966
Le Claire,Iowa,3965
Waynesburg,Pennsylvania,3965
Williamston,Michigan,3965
Winona,Mississippi,3964
Washington,Georgia,3963
Fairway,Kansas,3960
Fort Gibson,Oklahoma,3958
Sykesville,Maryland,3958
Angels,California,3956
Oaklyn,New Jersey,3955
Baxter Springs,Kansas,3948
Portland,Michigan,3948
Florence,Colorado,3944
Hephzibah,Georgia,3944
Mahanoy City,Pennsylvania,3944
Carroll Valley,Pennsylvania,3942
Metter,Georgia,3942
Chagrin Falls,Ohio,3941
Wellsville,Utah,3941
Linden,Michigan,3939
Coquille,Oregon,3938
Nichols Hills,Oklahoma,3938
Ball,Louisiana,3935
Bunker Hill Village,Texas,3935
Deephaven,Minnesota,3928
Carefree,Arizona,3927
Montpelier,Ohio,3924
Benson,North Carolina,3922
Highland Beach,Florida,3916
Medford Lakes,New Jersey,3914
Roland,Oklahoma,3911
Eldorado,Illinois,3910
Lake Park,North Carolina,3909
Laureldale,Pennsylvania,3909
Williamstown,Kentucky,3909
Charleroi,Pennsylvania,3901
Fairview,North Carolina,3900
Malden,Missouri,3898
Green Oaks,Illinois,3897
Harrisburg,Oregon,3897
Belleville,Michigan,3896
Throop,Pennsylvania,3896
Grayson,Kentucky,3894
Presidio,Texas,3894
Odenville,Alabama,3893
Manning,South Carolina,3892
Bosque Farms,New Mexico,3888
Wonder Lake,Illinois,3882
Baden,Pennsylvania,3880
Forks,Washington,3880
Monticello,Iowa,3880
Dupo,Illinois,3877
Crittenden,Kentucky,3876
Wheatland,California,3873
Nome,Alaska,3870
Lancaster,Kentucky,3867
Rochester,Wisconsin,3867
Washington Park,Illinois,3865
Menands,New York,3864
Rogersville,Missouri,3863
Wallace,North Carolina,3863
Canton,Texas,3861
Citronelle,Alabama,3861
Umatilla,Florida,3861
Gatlinburg,Tennessee,3860
St. Joseph,Illinois,3860
Chilton,Wisconsin,3859
Bunkie,Louisiana,3858
Leo-Cedarville,Indiana,3858
Swanton,Ohio,3858
Colorado City,Texas,3857
Dallastown,Pennsylvania,3857
Millstadt,Illinois,3857
Weston,West Virginia,3857
Pennsburg,Pennsylvania,3855
Shrewsbury,Pennsylvania,3855
Valdez,Alaska,3855
Rock Valley,Iowa,3854
Denver,Pennsylvania,3851
Owego,New York,3851
Eastland,Texas,3850
South Point,Ohio,3839
Thomasville,Alabama,3836
Huntingdon,Tennessee,3835
St. Augusta,Minnesota,3835
Granger,Washington,3830
West Columbia,Texas,3830
Highland Falls,New York,3829
Nash,Texas,3827
Honea Path,South Carolina,3826
Leonardtown,Maryland,3824
Clyde,Texas,3823
Mogadore,Ohio,3821
Lincoln,North Dakota,3817
Smithton,Illinois,3816
Windber,Pennsylvania,3816
Rocky Ford,Colorado,3815
Vidalia,Louisiana,3815
Catskill,New York,3814
Hohenwald,Tennessee,3813
Carmel-by-the-Sea,California,3811
Elba,Alabama,3811
Marshall,Illinois,3811
North Hudson,Wisconsin,3811
Ridgeland,South Carolina,3811
Friona,Texas,3808
Saugerties,New York,3808
Lewisburg,West Virginia,3807
Elmira Heights,New York,3805
Midland,North Carolina,3805
Independence,Minnesota,3803
Lansford,Pennsylvania,3803
Indian Head,Maryland,3802
Lambertville,New Jersey,3801
Kiel,Wisconsin,3796
Roosevelt Park,Michigan,3796
Priceville,Alabama,3794
North Muskegon,Michigan,3793
Bordentown,New Jersey,3792
Brookville,Pennsylvania,3791
Sewickley,Pennsylvania,3791
Hardin,Montana,3788
Booneville,Arkansas,3785
Carter Lake,Iowa,3785
Cisco,Texas,3784
Carrollton,Kentucky,3780
Eagle Lake,Texas,3777
Plainwell,Michigan,3777
Estacada,Oregon,3770
Norwood Young America,Minnesota,3769
Leland,Mississippi,3766
West Liberty,Iowa,3766
Bayport,Minnesota,3765
Quartzsite,Arizona,3763
Eastover,North Carolina,3762
Merton,Wisconsin,3762
Stanley,North Carolina,3762
North Wildwood,New Jersey,3760
Madison,Illinois,3758
St. Charles,Minnesota,3758
Ridgway,Pennsylvania,3751
Boardman,Oregon,3749
Scott City,Kansas,3748
Bishop,California,3747
Franklinton,Louisiana,3745
Hugoton,Kansas,3745
Irwin,Pennsylvania,3744
South Russell,Ohio,3744
Yellow Springs,Ohio,3744
Hesston,Kansas,3742
Johnson,Arkansas,3742
Cresco,Iowa,3739
Manti,Utah,3738
Newcomerstown,Ohio,3737
West Point,Georgia,3737
Cozad,Nebraska,3735
Ocilla,Georgia,3732
Hazlehurst,Mississippi,3730
Boyne City,Michigan,3729
Jackson,Louisiana,3728
Bullard,Texas,3727
Upland,Indiana,3726
Trappe,Pennsylvania,3725
Lavon,Texas,3724
Coal Valley,Illinois,3723
Kittanning,Pennsylvania,3722
Pulaski,Wisconsin,3721
Indian Head Park,Illinois,3719
Lyman,South Carolina,3718
Farmerville,Louisiana,3717
Sweeny,Texas,3717
Lowell,North Carolina,3716
Cedar Springs,Michigan,3711
Stanley,Wisconsin,3711
Hudson,North Carolina,3709
Rochester,Illinois,3709
Clifton,Arizona,3708
Fordyce,Arkansas,3705
Oneida,Tennessee,3705
Ashburn,Georgia,3704
Lancaster,Wisconsin,3701
Merchantville,New Jersey,3700
Metamora,Illinois,3699
Emerald Isle,North Carolina,3695
Gaylord,Michigan,3685
South Toms River,New Jersey,3685
Emmetsburg,Iowa,3684
McGehee,Arkansas,3683
Crane,Texas,3682
Maybrook,New York,3682
Albia,Iowa,3681
Avalon,California,3681
Mount Gilead,Ohio,3678
Aurora,Indiana,3676
Brookland,Arkansas,3674
Larned,Kansas,3671
Hebron,Indiana,3670
Milan,New Mexico,3669
Wintersville,Ohio,3669
Byron,Illinois,3668
Muttontown,New York,3668
Ranlo,North Carolina,3668
Gouverneur,New York,3666
Northfield,Ohio,3663
Millvale,Pennsylvania,3662
Stanford,Kentucky,3662
Lloyd Harbor,New York,3658
Lillington,North Carolina,3657
Spencerport,New York,3657
Melrose,Minnesota,3656
Boonsboro,Maryland,3655
Juno Beach,Florida,3655
White Bluff,Tennessee,3653
Quitman,Georgia,3652
Port Vue,Pennsylvania,3651
Wadsworth,Illinois,3651
Wills Point,Texas,3651
Columbus,Texas,3646
Lansing,New York,3646
Horicon,Wisconsin,3645
Perham,Minnesota,3645
Richfield,Ohio,3644
Toledo,Oregon,3644
Ravenswood,West Virginia,3643
Ballinger,Texas,3642
North East,Maryland,3642
Harrington,Delaware,3638
South Glens Falls,New York,3634
Blanding,Utah,3633
Camden,Tennessee,3632
Farmersville,Texas,3630
Ringgold,Georgia,3630
Dell Rapids,South Dakota,3628
Lake Clarke Shores,Florida,3627
Paoli,Indiana,3627
Duncan,South Carolina,3626
Fairbury,Nebraska,3626
Beloit,Kansas,3625
Waukon,Iowa,3625
Oakwood,Ohio,3624
Fairbury,Illinois,3622
Minerva,Ohio,3620
Colonial Beach,Virginia,3619
Louisburg,North Carolina,3619
Mount Angel,Oregon,3619
Wrightsville,Georgia,3618
Pittsboro,Indiana,3614
Middlebury,Indiana,3613
El Dorado Springs,Missouri,3612
Whitesboro,New York,3612
Frackville,Pennsylvania,3611
Chipley,Florida,3608
Northumberland,Pennsylvania,3607
Romeo,Michigan,3606
Brookville,New York,3605
Saluda,South Carolina,3605
Cayuga Heights,New York,3604
Zelienople,Pennsylvania,3603
Delta,Utah,3602
Palmyra,Missouri,3599
McCall,Idaho,3597
Ozark,Arkansas,3595
Unicoi,Tennessee,3594
Combined Locks,Wisconsin,3593
Kimberly,Alabama,3593
Loxahatchee Groves,Florida,3593
Pine Lawn,Missouri,3593
Newport,Minnesota,3588
Gunnison,Utah,3585
Sidney,New York,3585
Peralta,New Mexico,3584
Omro,Wisconsin,3583
O'Neill,Nebraska,3579
Golf Manor,Ohio,3575
Beaver Dam,Kentucky,3571
Kitty Hawk,North Carolina,3571
Taylor Lake Village,Texas,3571
Hubbard,Oregon,3570
Valley Grande,Alabama,3570
Eveleth,Minnesota,3569
Imlay City,Michigan,3569
Greenhills,Ohio,3567
Port St. Joe,Florida,3567
Dixmoor,Illinois,3563
Riverwoods,Illinois,3562
Canton,South Dakota,3560
Oglesby,Illinois,3559
Hainesville,Illinois,3557
Gallipolis,Ohio,3556
Oxford,Michigan,3556
Pen Argyl,Pennsylvania,3556
Osage,Iowa,3555
Carey,Ohio,3554
Mora,Minnesota,3554
Dublin,Texas,3553
St. Anthony,Idaho,3553
Nowata,Oklahoma,3552
Camden,Delaware,3551
Vienna,Georgia,3549
Mission Hills,Kansas,3547
Shadyside,Ohio,3547
Frederick,Oklahoma,3545
Knox,Indiana,3545
North Baltimore,Ohio,3545
Windermere,Florida,3544
Amberley,Ohio,3543
Frontenac,Missouri,3543
Centre,Alabama,3542
Sloan,New York,3541
Centerville,Tennessee,3540
Robins,Iowa,3537
Willcox,Arizona,3533
Prestonsburg,Kentucky,3532
Slippery Rock,Pennsylvania,3531
Mount Pleasant,Utah,3530
Piggott,Arkansas,3529
Two Harbors,Minnesota,3529
Blackshear,Georgia,3527
Morton,Mississippi,3527
Evergreen,Alabama,3526
Unadilla,Georgia,3525
Dannemora,New York,3524
West Liberty,Kentucky,3520
Mariemont,Ohio,3518
Annandale,Minnesota,3517
Gravette,Arkansas,3516
Teague,Texas,3515
Princess Anne,Maryland,3513
St. Johns,Arizona,3512
Clayton,Delaware,3508
Wrightstown,Wisconsin,3508
Hanover,Minnesota,3507
Poteet,Texas,3507
Bloomer,Wisconsin,3505
Goldendale,Washington,3505
Northern Cambria,Pennsylvania,3505
Riverside,Missouri,3505
Lyons,Kansas,3504
Hanover,Indiana,3502
Hot Springs,South Dakota,3502
Zumbrota,Minnesota,3501
Broken Bow,Nebraska,3497
Llano,Texas,3497
Moscow Mills,Missouri,3496
Benton City,Washington,3495
Clifton Forge,Virginia,3494
Etowah,Tennessee,3494
Le Roy,Illinois,3493
Perry,New York,3488
Waller,Texas,3488
Elkins,Arkansas,3487
Sauk City,Wisconsin,3485
Myrtle Creek,Oregon,3483
Vicksburg,Michigan,3483
Vivian,Louisiana,3482
Red Bud,Illinois,3480
Forsyth,Illinois,3479
Yuma,Colorado,3479
Carrollton,Missouri,3476
Middleville,Michigan,3475
Mifflinburg,Pennsylvania,3475
Pine Island,Minnesota,3475
Rayville,Louisiana,3474
Brentwood,Maryland,3471
Oregon,Illinois,3470
Red Oak,North Carolina,3468
Pelham,Georgia,3466
Black River Falls,Wisconsin,3465
Wheatland,Wyoming,3462
Hanceville,Alabama,3461
Alexander,Arkansas,3457
Malvern,Pennsylvania,3455
McLendon-Chisholm,Texas,3455
Seymour,Wisconsin,3454
Wilkesboro,North Carolina,3453
Gothenburg,Nebraska,3448
Heyburn,Idaho,3447
Jasper,Tennessee,3447
Clifton,Texas,3446
Gooding,Idaho,3446
Kane,Pennsylvania,3446
Mobridge,South Dakota,3444
Mount Orab,Ohio,3444
Piney Point Village,Texas,3444
Maiden,North Carolina,3443
Tupper Lake,New York,3443
Lockland,Ohio,3441
Rochester,Pennsylvania,3440
Union City,Indiana,3440
Woodstown,New Jersey,3436
Hicksville,Ohio,3434
Riverton,Illinois,3434
Aledo,Illinois,3432
Lake Providence,Louisiana,3429
Hobart,Oklahoma,3427
Houston,Mississippi,3427
Monte Sereno,California,3427
Freeland,Pennsylvania,3424
Germantown Hills,Illinois,3423
Paulding,Ohio,3423
Cape May,New Jersey,3422
Cuthbert,Georgia,3417
Tutwiler,Mississippi,3416
Minoa,New York,3415
Pawhuska,Oklahoma,3415
Baldwin,Georgia,3414
Oliver Springs,Tennessee,3414
High Bridge,New Jersey,3410
Union Springs,Alabama,3410
Heflin,Alabama,3409
Altavista,Virginia,3406
Eagle Grove,Iowa,3406
New Hampton,Iowa,3406
La Center,Washington,3404
Marianna,Arkansas,3402
Woodlawn,Ohio,3402
Richwood,Louisiana,3399
Whispering Pines,North Carolina,3399
Jena,Louisiana,3397
Newcastle,Wyoming,3397
Haworth,New Jersey,3393
Tolono,Illinois,3392
Johnston City,Illinois,3389
Tipton,Missouri,3389
Frontenac,Kansas,3388
Hominy,Oklahoma,3388
Tuckerton,New Jersey,3388
Clyde Hill,Washington,3386
Dewey,Oklahoma,3384
Flat Rock,North Carolina,3383
Karnes City,Texas,3383
Ossian,Indiana,3382
Keego Harbor,Michigan,3381
Alma,Georgia,3380
Elizabethtown,North Carolina,3378
Cleves,Ohio,3375
Waldron,Arkansas,3374
Windsor,North Carolina,3373
Georgetown,Indiana,3371
Harlem,Georgia,3371
Oakridge,Oregon,3370
Big Lake,Texas,3367
Morganfield,Kentucky,3366
Paw Paw,Michigan,3366
Paris,Arkansas,3365
Jefferson,Oregon,3364
Plymouth,North Carolina,3361
Jewett City,Connecticut,3360
Manila,Arkansas,3357
Sleepy Eye,Minnesota,3356
Ely,Minnesota,3355
Delmar,Maryland,3354
Hartford,South Dakota,3354
Kenedy,Texas,3353
Elma,Washington,3351
Lincoln Heights,Ohio,3349
Rio Dell,California,3349
Northlake,Texas,3348
Hoosick Falls,New York,3347
Howe,Texas,3346
Reno,Texas,3346
Peshtigo,Wisconsin,3345
Corunna,Michigan,3344
Manor,Pennsylvania,3344
Swansboro,North Carolina,3344
Crestview Hills,Kentucky,3343
Hollywood Park,Texas,3342
Mayfield,Ohio,3337
Nicholls,Georgia,3333
Waterloo,Wisconsin,3333
Virden,Illinois,3330
Blackstone,Virginia,3329
Hatfield,Pennsylvania,3327
Pottsville,Arkansas,3327
Upland,Pennsylvania,3326
Auburn,Nebraska,3324
Barron,Wisconsin,3322
Glasgow,Montana,3322
Lewes,Delaware,3322
Palmyra,New York,3321
Story City,Iowa,3320
Chandler,Indiana,3318
Chattahoochee Hills,Georgia,3318
Sharpsburg,Pennsylvania,3318
Alamo,Georgia,3317
Ellsworth,Wisconsin,3317
Montrose,Minnesota,3317
South Nyack,New York,3316
Fulton,Illinois,3315
Edcouch,Texas,3313
Lowville,New York,3312
Islandia,New York,3309
Etna,Pennsylvania,3308
Ponce Inlet,Florida,3308
Southampton,New York,3307
Stanhope,New Jersey,3306
Wellsville,Ohio,3306
Greensboro,Georgia,3304
Moreland Hills,Ohio,3303
Spring City,Pennsylvania,3303
Red Springs,North Carolina,3302
Heavener,Oklahoma,3301
Long Prairie,Minnesota,3301
Winnsboro,Texas,3299
Melbourne Beach,Florida,3298
Plainview,Minnesota,3298
Balcones Heights,Texas,3296
Grantville,Georgia,3296
Haughton,Louisiana,3296
Cuba,Missouri,3292
Hillsboro,Missouri,3292
Newbern,Tennessee,3292
Pagedale,Missouri,3291
Cassville,Missouri,3290
Durand,Michigan,3290
Lindsborg,Kansas,3290
Orange,Ohio,3290
Carthage,New York,3289
Medina,Washington,3288
Springdale,Pennsylvania,3288
West Lake Hills,Texas,3286
Pendleton,South Carolina,3285
Ohioville,Pennsylvania,3284
West Point,Nebraska,3283
Avon,New York,3282
Lakeland,Georgia,3282
Gramercy,Louisiana,3281
Mount Oliver,Pennsylvania,3281
Essexville,Michigan,3278
